# R4 — release com EXPO_PUBLIC_API_BASE_URL=http://localhost:8788 inline, SEM cronômetro (rodou em paralelo com o aparelho). Ver RELEASE-aparelho.txt §3.
rotulo	variante	inicio	prebuild_s	gradle_s	total_s	exit	apk_bytes	lib_armeabi-v7a	lib_arm64-v8a	lib_x86	lib_x86_64	picker_no_apk
R4	release	19:00:41	1	426	427	0	105129893	16783136	24296128	25297232	25078448	so=0,dex=5
# R4b — o mesmo, depois de apagar $TMPDIR/metro-cache: ./gradlew app:createBundleReleaseJsAndAssets --rerun app:assembleRelease (incremental, sem tempo)
